cluster_id,normalized_english,row_index,english,garo,confidence,category,pos,classifier,duplicate_kind,notes
"426","ten birds","1084","ten birds","do·a mangchiking","superseded","numbers","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'ten birds' has VERIFIED/HIGH form(s) ['do·a mang·chiking']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B. | Also carries the separate do·a/climb root-error, see live entry's correction note. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"426","ten birds","3110","ten birds","do·a mangchiking","superseded","numbers","","","multiple-Garo candidate group","SUPERSEDED — root-error correction 2026-08-11 (Claude A): ""do·a"" is not a bird-root spelling variant, it's a different word entirely (""climb""/""upward"" — see master_dictionary.json ""Climb""/""upward"" entries). Wrong root baked into what was mistakenly treated as the VERIFIED/HIGH reference example. Corrected form ships as a separate replacement entry (idx 9245, ""ten birds""->""do·o mang·chiking"", VERIFIED/HIGH) — this row's own garo field was intentionally left as the original wrong value 'do·a mang·chiking' for citation-discipline provenance, not edited in place. 2026-08-16 audit note (Claude A): clarified wording, no value change — prior wording read as if this row itself had been corrected in place, which it wasn't. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"426","ten birds","8653","ten birds","do·o mangchiking","verified_high","animals","","mang","multiple-Garo candidate group","VERIFIED/HIGH. Corrects the ""do·a"" root error (do·a=""climb""/""upward"", not bird) in the pre-existing entry — root should be do·o per 2026-08-11 bird-root closure (Thangseng). Classifier+suffix (mang·chiking, NUMBERS[10]) unchanged, already correct. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"427","let's sit","1086","let's sit","Hai asongha","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-083 (2026-08-20, Thangseng via Tridip): not confirmed, superseded by 'Hai asongna'."
"427","let's sit","9187","let's sit","Hai asongna","verified_high","","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-20 (NV-083, Thangseng relay via Tridip, THANGSENG_RELAY_BATCH_20260820 Part B)"
"428","let's play","1087","let's play","Hai kalaha","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-083 (2026-08-20, Thangseng via Tridip): not confirmed, superseded by 'Hai kalna'."
"428","let's play","9186","let's play","Hai kalna","verified_high","","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-20 (NV-083, Thangseng relay via Tridip, THANGSENG_RELAY_BATCH_20260820 Part B)"
"429","let's work","1088","let's work","Hai dakha","superseded","work","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-083 (2026-08-20, Thangseng via Tridip): not confirmed, superseded by 'Hai dakna'."
"429","let's work","9188","let's work","Hai dakna","verified_high","","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-20 (NV-083, Thangseng relay via Tridip, THANGSENG_RELAY_BATCH_20260820 Part B)"
"430","i ate","1094","i ate","Anga cha·a","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — NV-089 (2026-08-21 Thangseng relay via Tridip): uncited; native confirms the tense-suffixed form 'Anga cha·aha'. Retained per citation discipline, not deleted. See docs/THANGSENG_RELAY_TABLE_20260821B.md."
"430","i ate","9240","i ate","Anga cha·aha","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md)"
"431","i drank","1095","i drank","Anga ringa·a","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — NV-089 (2026-08-21 Thangseng relay via Tridip): uncited; native confirms the fuller form 'Anga ringaha'. Retained per citation discipline, not deleted. See docs/THANGSENG_RELAY_TABLE_20260821B.md."
"431","i drank","9242","i drank","Anga ringaha","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md)"
"432","i am eating","1099","i am eating","Anga cha·oenga","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — contradicted by direct native evidence, NV-097 (2026-08-28) — see new VERIFIED/HIGH 'Anga cha·enga' row, which also matches the value already shipping via corrections.json. "
"432","i am eating","9351","i am eating","Anga cha·enga","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-28 (NV-097, Thangseng relay via Tridip, uploaded transcript batch). PDF batch: ""i am eating = Anga cha'enga."" Matches the value already shipping via corrections.json exactly."
"433","they are working","1102","they are working","Uamang dakoenga","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — 2026-08-23 Thangseng relay (Project Owner direct chat): superseded by new native form. Retained per citation discipline, not deleted. Prior notes: "
"433","they are working","9266","they are working","Uamang kam ka·enga","verified_high","","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-23 (Thangseng, direct Project Owner relay, chat batch). Uses the 'kam ka·a' work-root (cf. RULE-041's corrected 'To work'=Kam ka·a), not the previously-unverified 'dakoenga'. Closes the item left OPEN at NV-089 close (was contradicting no prior VERIFIED entry — this is the first native confirmation for this key)."
"434","did you eat?","1103","did you eat?","Na·a cha·ama?","superseded","food","","","multiple-Garo candidate group","SUPERSEDED — NV-096 (2026-08-21 relay, THANGSENG_RELAY_TABLE_20260821B.md): wrong root; native confirms question form is cha·aha+ma (Cha·ahama?), not cha·a+ma."
"434","did you eat?","9320","did you eat?","Na·a Cha·ahama?","verified_high","food","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-096, Thangseng relay via Tridip WhatsApp, THANGSENG_RELAY_TABLE_20260821B.md): question particle -ma attaches directly to the verb with no space (RULE-046)."
"435","at school","1113","at school","Skulchi","","education","","","multiple-Garo candidate group","INCORRECT GLOSS, superseded - NV-051 (Thangseng direct relay, 2026-08-02, see RULE-044): '-chi' is the movement-to locative, not stationary 'at'. This entry's garo value is actually 'to school', not the stationary sense implied by its english key. Retained per citation discipline, not deleted; see corrected standalone entries. Usage note — NV-052 (Project Owner, 2026-08-02): this -chi locative form is canonically used within a present-continuous 'going to X' sentence, not as a standalone gloss — cf. the pre-existing VERIFIED 'I am going to the market.' -> 'Anga bajalchi re·angenga.' The -chi form itself remains the movement-to locative noun phrase (RULE-044); it is the paired verb (re·angenga) that carries the continuous tense."
"435","at school","8386","at school","skulo","verified_high","education","","","multiple-Garo candidate group","VERIFIED/HIGH - NV-051 (Thangseng, 2026-08-02, RULE-044). '-o' = stationary locative; cross-references pre-existing 'at the school'->'skulo'."
"436","at home","1114","at home","Nokchi","","home","","","multiple-Garo candidate group","INCORRECT GLOSS, superseded - NV-051 (Thangseng direct relay, 2026-08-02, see RULE-044): '-chi' is the movement-to locative, not stationary 'at'. This entry's garo value is actually 'to home', not the stationary sense implied by its english key. Retained per citation discipline, not deleted; see corrected standalone entries. Usage note — NV-052 (Project Owner, 2026-08-02): this -chi locative form is canonically used within a present-continuous 'going to X' sentence, not as a standalone gloss — cf. the pre-existing VERIFIED 'I am going to the market.' -> 'Anga bajalchi re·angenga.' The -chi form itself remains the movement-to locative noun phrase (RULE-044); it is the paired verb (re·angenga) that carries the continuous tense."
"436","at home","8387","at home","noko","verified_high","home","","","multiple-Garo candidate group","VERIFIED/HIGH - NV-051 (Thangseng, 2026-08-02, RULE-044). '-o' = stationary locative, no movement."
"437","the water","1115","the water","chiko","verified_high","nature","","","multiple-Garo candidate group","VERIFIED/HIGH — 2026-08-06, Project Owner-relayed native final word (Thangseng): 'chiko' = 'the water', not 'at the river'. Resolves the NV-051 ambiguity flag against 'chibimao'/'at the river' — these are different words, not competing forms of the same gloss. Likely 'chi' (water) + '-ko' topic/emphatic marker, distinct from bare 'Chi' ('water'/'the water'); retained as a separate correctly-glossed entry, not a duplicate to be merged."
"437","the water","2304","the water","Chi","unverified","food","","","multiple-Garo candidate group",""
"438","in the forest","1116","in the forest","Buringchi","","nature","","","multiple-Garo candidate group","INCORRECT GLOSS, superseded - NV-051 (Thangseng direct relay, 2026-08-02, see RULE-044): '-chi' is the movement-to locative, not stationary 'at'. This entry's garo value is actually 'to the forest', not the stationary sense implied by its english key. Retained per citation discipline, not deleted; see corrected standalone entries. Usage note — NV-052 (Project Owner, 2026-08-02): this -chi locative form is canonically used within a present-continuous 'going to X' sentence, not as a standalone gloss — cf. the pre-existing VERIFIED 'I am going to the market.' -> 'Anga bajalchi re·angenga.' The -chi form itself remains the movement-to locative noun phrase (RULE-044); it is the paired verb (re·angenga) that carries the continuous tense."
"438","in the forest","8392","in the forest","buringo","verified_high","nature","","","multiple-Garo candidate group","VERIFIED/HIGH - NV-051 (Thangseng, 2026-08-02, RULE-044). '-o' = stationary locative, no movement."
"439","i don't have","1118","i don't have","Anga dongja / Dongja","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — 2026-08-23 Thangseng relay (Project Owner direct chat): superseded by new native form. Retained per citation discipline, not deleted. Prior notes: "
"439","i don't have","9264","i don't have","Ango dongja","verified_high","","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-23 (Thangseng, direct Project Owner relay, chat batch). Fits the Anga/Ango possessive-existential pattern (flagged grammar-rule candidate from the 2026-08-22C migration doc — 4+ prior data points: i have a pen, i have two children, etc.) — this is a 5th data point, now negative-polarity. Rule-generalization still not built this session, flagging strengthened evidence only."
"440","don't eat","1119","don't eat","Cha·ja","superseded","food","","","multiple-Garo candidate group","SUPERSEDED — replaced by direct native evidence, NV-097 (2026-08-28) — see new VERIFIED/HIGH 'cha·nabe' row. "
"440","don't eat","9343","don't eat","cha·nabe","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-28 (NV-097, Thangseng relay via Tridip, uploaded transcript batch). PDF batch: ""don't eat = cha'nabe; from cha'a = to eat; nabe = negative imperative suffix."""
"441","don't go","1120","don't go","Re·angbo ong·ja","superseded","travel","","","multiple-Garo candidate group","SUPERSEDED — replaced by direct native evidence, NV-097 (2026-08-28) — see new VERIFIED/HIGH 're·angnabe' row. "
"441","don't go","9344","don't go","re·angnabe","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-28 (NV-097, Thangseng relay via Tridip, uploaded transcript batch). PDF batch: ""don't go = re'angnabe; from re'a = to go/walk; nabe = negative imperative suffix."""
"442","root","1131","root","dong","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'root' has VERIFIED/HIGH form(s) ['ja·dil', 'ring·gil·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"442","root","5315","root","ja·dil","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ring-gil-a"
"442","root","5316","root","ring·gil·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"443","type","1132","type","ambiguous","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'type' has VERIFIED/HIGH form(s) ['ro·kom']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"443","type","5956","type","ro·kom","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH"
"444","past","1133","past","on·aha","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'past' has VERIFIED/HIGH form(s) ['a·ge']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"444","past","4986","past","a·ge","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH"
"445","english","1138","english","Call police","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — NV-103 (2026-09-01, Claude A): this row's garo value 'Call police' is unrelated to the English headword 'english' -- a data-import corruption (misaligned/garbled source row), not a linguistic candidate of any confidence tier. Identified as the direct cause of the sov-assembly runtime bug documented in NV-103 (the bare word 'english' has no other master_dictionary.json row, so this corrupted unverified row was the only candidate pickPrimary/sov-assembly had to select for that slot). No replacement value supplied here -- none is native-confirmed for the bare word 'english' as of this entry; the object slot should fall through to [UNKNOWN] until a real citation exists, not silently ship unrelated text. Retained per citation discipline, not deleted."
"445","english","9374","english","English","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — extracted as a citation-form headword from the already-native-confirmed NV-103 sentence ""Angade English ku·sikkosan aganaia."" (Thangseng-confirmed structure, docs/THANGSENG_NATIVE_VALIDATION.md NV-103), where ""English"" appears as a bare, unmarked loanword (the language name itself, capitalized, no translation/adaptation). Not a new elicitation — same convention as prior citation-form headwords derived from already-verified longer forms (cf. ""phone ka·a""). Added 2026-09-01 alongside superseding 7 corrupted garo_dictionary.json rows (english->""to eat""/""to go""/etc., column-misalignment import garbage, unrelated candidates) that were polluting this same key."
"446","i ate rice","1143","i ate rice","Anga mi cha·a","superseded","food","","","multiple-Garo candidate group","SUPERSEDED — NV-089 (2026-08-21 Thangseng relay via Tridip): uncited; native confirms the tense-suffixed form 'Anga mi cha·aha'. Retained per citation discipline, not deleted. See docs/THANGSENG_RELAY_TABLE_20260821B.md."
"446","i ate rice","9241","i ate rice","Anga mi cha·aha","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md)"
"447","a worker","1153","a worker","Kam dakgipa","unverified","work","","","multiple-Garo candidate group",""
"447","a worker","7965","a worker","Kamila","unverified","","n.","","multiple-Garo candidate group",""
"448","it is not good","1157","it is not good","Nama ong·ja","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — 2026-08-23 Thangseng relay (Project Owner direct chat): superseded by new native form. Retained per citation discipline, not deleted. Prior notes: "
"448","it is not good","9267","it is not good","(iade) namja","verified_high","","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-23 (Thangseng, direct Project Owner relay, chat batch). Contracted nama+ja negation construction, differs from the old unverified 'Nama ong·ja' (separate copula+negation). Closes the item left OPEN at NV-089 close."
"449","i have a pen","1158","i have a pen","Anga kolom donga","superseded","education","","","multiple-Garo candidate group","SUPERSEDED — 2026-08-23 Thangseng relay (Project Owner direct chat): superseded by new native form. Retained per citation discipline, not deleted. Prior notes: "
"449","i have a pen","9265","i have a pen","Ango pen donga","verified_high","","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-23 (Thangseng, direct Project Owner relay, chat batch). Two changes from the old unverified entry: (1) Ango (not Anga), fitting the possessive-existential pattern; (2) 'pen' as a direct English loanword, not 'kolom'. Both new, from this relay."
"450","my house","1166","my house","angni Nok","unverified","home","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-088 (2026-08-20, Thangseng via Tridip): not confirmed, superseded by 'ang·ni nok'. | Root corrected 2026-09-05 (Claude B, NV-audit remediation, generalized pass): noun part was a generic-classifier placeholder ('rang'/'chik'/'chak' etc, reused verbatim from a different noun's bulk-generated batch) instead of this word's own root — same defect class/root cause as the dog/cat/bird/fish 'mang' collision (finding #3), just recurring on non-animal nouns. Replaced with the canonical standalone/compiled root for this exact word, matching what the sov-assembly composition path already produces, so both paths now agree."
"450","my house","1167","my house","ang·ni Nok","unverified","home","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-20 (NV-088, Thangseng relay via Tridip, WhatsApp: 'my house = Angni Nok'). Matches the shipping corrections.json override exactly — this closes the citation gap CLAUDE_B_HANDOFF_20260819 section 4 flagged (master previously held a different, unconfirmed value). | Root corrected 2026-09-05 (Claude B, NV-audit remediation, generalized pass): noun part was a generic-classifier placeholder ('rang'/'chik'/'chak' etc, reused verbatim from a different noun's bulk-generated batch) instead of this word's own root — same defect class/root cause as the dog/cat/bird/fish 'mang' collision (finding #3), just recurring on non-animal nouns. Replaced with the canonical standalone/compiled root for this exact word, matching what the sov-assembly composition path already produces, so both paths now agree."
"451","two fishs","1186","two fishs","do·o manggni","superseded","numbers","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-11 (Claude B): superseded by mechanically-regenerated na·tok+mang formula entry, same precedent as Claude A's dog/cat/bird fix (3ec06ee). Retained per citation discipline, not deleted. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"451","two fishs","8729","two fishs","na·tok manggni","verified_high","animals","","mang","multiple-Garo candidate group","VERIFIED/HIGH — mechanically regenerated 2026-08-11 (Claude B): fish=na·tok (confirmed root) + mang classifier + confirmed number-suffix formula, same formula/precedent Claude A applied to dog/cat/bird in 3ec06ee. See docs/COUNTING_PHRASE_AUDIT_20260810.md (mang section) for the derivation. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"452","three dogs","1187","three dogs","achak manggni","superseded","numbers","","","multiple-Garo candidate group","SUPERSEDED — 2026-08-09 (Thangseng direct, WhatsApp relay via Tridip, NV-071 follow-up): legacy copy-paste corruption, reused the classifier form for 'two' (mang·gni) instead of 'three' (mang·gittam). See new VERIFIED/HIGH entry. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"452","three dogs","8628","three dogs","achak manggittam","verified_high","numbers","","","multiple-Garo candidate group","VERIFIED/HIGH. Confirmed 2026-08-09 (Thangseng direct, WhatsApp relay via Tridip, NV-071 follow-up). Follows the same achak+mang·+numeral-root pattern as the already-VERIFIED/HIGH 'one dog'=achak mang·sa and 'two dogs'=achak mang·gni; gittam=3 (cf. 'three fish'=na·tok mang·gittam, 'three books'=ki·tap king·gittam, already VERIFIED/HIGH). Corrects the legacy 'three dogs'/'three dog' entries (SUPERSEDED — copy-paste corruption reusing mang·gni='two'). RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): 'mang·gittam' has no raka dot before the number suffix -- corrected to 'manggittam'. Scoped to this classifier+number combo only, not generalized to other mang+number pairs (mang·sa/mang·gni/etc unchanged) pending confirmation whether this is specific to 'gittam' (three) or a broader correction to the mang-classifier raka rule (RULE-038/NV-124 currently states mang takes a dot)."
"453","three birds","1188","three birds","na·tok manggni","superseded","numbers","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-10 (Claude A, per Claude C's engineering report + cross-checked against Claude B's docs/COUNTING_PHRASE_AUDIT_20260810.md read-only candidate report): bulk-generated counted-noun entry, numeral suffix contradicts its own claimed count (stuck at the 2's-suffix '·gni', or a redundant 1's-prefix), against the already-VERIFIED/HIGH NUMBERS suffix table (RULE-G-classifier.yaml/garo_classifier.js). This is a provable arithmetic mismatch, not a judgment call — no native input needed to flag it as non-authoritative. The REPLACEMENT value is not asserted here (per NV-071's standing restraint: mechanical derivation is a candidate, not a confirmation) — see Claude B's audit report for the mechanically-derived candidate pending native review. Not deleted, retained per citation discipline. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"453","three birds","8656","three birds","do·o manggittam","verified_high","animals","","mang","multiple-Garo candidate group","VERIFIED/HIGH. Root 'do·o' (bird, native-confirmed 2026-08-11, same word as chicken) + mang classifier + NUMBERS['3']='gittam' suffix — same formula as dog/cat (NV-071, 2026-08-11 session). Replaces fabricated 'na·tok mang·gni' entry, retained SUPERSEDED per citation discipline. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): 'mang·gittam' has no raka dot before the number suffix -- corrected to 'manggittam'. Scoped to this classifier+number combo only, not generalized to other mang+number pairs (mang·sa/mang·gni/etc unchanged) pending confirmation whether this is specific to 'gittam' (three) or a broader correction to the mang-classifier raka rule (RULE-038/NV-124 currently states mang takes a dot)."
"454","three fishs","1189","three fishs","na·tok manggni","superseded","numbers","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-10 (Claude A, per Claude C's engineering report + cross-checked against Claude B's docs/COUNTING_PHRASE_AUDIT_20260810.md read-only candidate report): bulk-generated counted-noun entry, numeral suffix contradicts its own claimed count (stuck at the 2's-suffix '·gni', or a redundant 1's-prefix), against the already-VERIFIED/HIGH NUMBERS suffix table (RULE-G-classifier.yaml/garo_classifier.js). This is a provable arithmetic mismatch, not a judgment call — no native input needed to flag it as non-authoritative. The REPLACEMENT value is not asserted here (per NV-071's standing restraint: mechanical derivation is a candidate, not a confirmation) — see Claude B's audit report for the mechanically-derived candidate pending native review. Not deleted, retained per citation discipline. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"454","three fishs","8731","three fishs","na·tok manggittam","verified_high","animals","","mang","multiple-Garo candidate group","VERIFIED/HIGH — mechanically regenerated 2026-08-11 (Claude B): fish=na·tok (confirmed root) + mang classifier + confirmed number-suffix formula, same formula/precedent Claude A applied to dog/cat/bird in 3ec06ee. See docs/COUNTING_PHRASE_AUDIT_20260810.md (mang section) for the derivation. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): 'mang·gittam' has no raka dot before the number suffix -- corrected to 'manggittam'. Scoped to this classifier+number combo only, not generalized to other mang+number pairs (mang·sa/mang·gni/etc unchanged) pending confirmation whether this is specific to 'gittam' (three) or a broader correction to the mang-classifier raka rule (RULE-038/NV-124 currently states mang takes a dot)."
"455","two teacher","1223","two teacher","skigipa·gni","unverified","education","","","multiple-Garo candidate group",""
"455","two teacher","8969","two teacher","Skigipa sakgni","verified_high","education","","sak","multiple-Garo candidate group","VERIFIED/HIGH — native relay (Thangseng, via Tridip/WhatsApp, Project Owner-relayed this session; count=1 citation form recorded in docs/CLAUDE_A_SESSION_MIGRATION_20260813.md ""Held / not done"" section, analyzed but not yet written until this session): root 'Skigipa' + sak classifier (raka dot between classifier and suffix), 1-20 mechanically built from the count=1 citation form using the already-VERIFIED NUMBERS suffix table (sa/gni/gittam/bri/bonga/dok/sni/chet/sku/chiking, Chi·sa...Chi·sku, Kolgrik), same NOUN+CLASSIFIER+NUMBER-SUFFIX formula and per-classifier raka behavior already confirmed for person/tree/apple/book. Root 'Skigipa' relayed directly by Thangseng this session, resolving the teacher portion of the person/student/teacher root conflict (student's root remains open, not touched here). 'sak' classifier (people) already settled/VERIFIED via 'mande sak·sa'=""one person""; same classifier+raka behavior applied here by direct analogy, root-for-root substitution only."
"456","two banana","1224","two banana","sobo·gni","unverified","numbers","","","multiple-Garo candidate group",""
"456","two banana","8929","two banana","Te·rik ge·gni","verified_high","general","","ge","multiple-Garo candidate group","VERIFIED/HIGH — native relay (Thangseng, via Tridip/WhatsApp, Project Owner-relayed this session; count=1 citation form recorded in docs/CLAUDE_A_SESSION_MIGRATION_20260813.md ""Held / not done"" section, analyzed but not yet written until this session): root 'Te·rik' + ge classifier (raka dot between classifier and suffix), 1-20 mechanically built from the count=1 citation form using the already-VERIFIED NUMBERS suffix table (sa/gni/gittam/bri/bonga/dok/sni/chet/sku/chiking, Chi·sa...Chi·sku, Kolgrik), same NOUN+CLASSIFIER+NUMBER-SUFFIX formula and per-classifier raka behavior already confirmed for person/tree/apple/book. Count=1 form 'Te·rik ge·sa' relayed directly by Thangseng; resolves one of the 10 open classifier-or-not questions (banana takes 'ge', same classifier root as pen/chair/knife, raka-bearing). A distinct bunch-counter form was also relayed ('Te·rik akkasa', classifier 'akka', no raka) and is recorded separately as a single count=1 entry, not mechanically expanded 1-20 this session."
"457","three dog","1225","three dog","achak manggni","superseded","animals","","","multiple-Garo candidate group","SUPERSEDED — 2026-08-09 (Thangseng direct, WhatsApp relay via Tridip, NV-071 follow-up): same legacy corruption as 'three dogs' (mang·gni='two' reused instead of mang·gittam='three'). RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): mang classifier does not take a raka dot before the attached number suffix -- corrected 'mang·' -> 'mang' at the classifier-number boundary. Scoped strictly to the noun+mang+suffix classifier composition; unrelated words that happen to contain the substring 'mang·' (e.g. mang·rak·a='healthy/strong', mang·kal·a='annoy') and the bare classifier headword ('animals'='mang·') are untouched."
"457","three dog","8630","three dog","achak manggittam","verified_high","animals","","","multiple-Garo candidate group","VERIFIED/HIGH. Singular-gloss duplicate of 'three dogs' (same Garo). Added 2026-08-09 (NV-071 follow-up) because the only pre-existing master candidate for this exact key was SUPERSEDED and a non-master (garo_dictionary.json) duplicate of the same wrong legacy value would otherwise still ship. RAKA CORRECTED 2026-09-13 (Project Owner directive, chat): 'mang·gittam' has no raka dot before the number suffix -- corrected to 'manggittam'. Scoped to this classifier+number combo only, not generalized to other mang+number pairs (mang·sa/mang·gni/etc unchanged) pending confirmation whether this is specific to 'gittam' (three) or a broader correction to the mang-classifier raka rule (RULE-038/NV-124 currently states mang takes a dot)."
